,Unnamed: 0,Respondent,Professional,ProgramHobby,Country,University,EmploymentStatus,FormalEducation,MajorUndergrad,YearsCodedJob,DeveloperType,NonDeveloperType,CareerSatisfaction,JobSatisfaction,ProblemSolving,LearningNewTech,JobSecurity,DiversityImportant,SeriousWork,WorkPayCare,ChallengeMyself,LastNewJob,AssessJobIndustry,AssessJobRole,AssessJobExp,AssessJobDept,AssessJobTech,AssessJobProjects,AssessJobCompensation,AssessJobOffice,AssessJobCommute,AssessJobRemote,AssessJobProfDevel,AssessJobDiversity,AssessJobProduct,AssessJobFinances,ImportantBenefits,JobProfile,LearnedHiring,Overpaid,EducationImportant,EducationTypes,WorkStart,HaveWorkedLanguage,WantWorkLanguage,HaveWorkedDatabase,WantWorkDatabase,HaveWorkedPlatform,WantWorkPlatform,IDE,AuditoryEnvironment,Gender,HighestEducationParents,Salary,ExpectedSalary,Assess_Scoring
50905,50905,50906,Professional developer,"Yes, both",India,No,Employed full-time,Bachelor's degree,Computer programming or Web development,1 to 5 years,Web developer; Mobile developer,,7.0,6.0,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Not applicable/ never,Important,Very important,Not very important,Important,Important,Important,Important,Important,Somewhat important,Not very important,Very important,Somewhat important,Important,Not very important,Annual bonus; Vacation/days off; Professional development sponsorship; Meals,,,,Very important,Online course; Bootcamp; Part-time/evening course; Self-taught,7:00 AM,C#; Java; JavaScript; PHP; SQL,C++; C#; Groovy; Java; JavaScript; Objective-C; PHP; Python; SQL,SQLite,SQLite,Android; WordPress,Android; iOS; WordPress,Notepad++; Android Studio; Eclipse,Keep the room absolutely quiet,Male,A bachelor's degree,38715.28756637354,,26.5
50906,50906,50907,Professional developer,"Yes, both",India,No,Employed full-time,Master's degree,Computer programming or Web development,Less than a year,Mobile developer; Developer with a statistics or mathematics background,,8.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,Indeed; LinkedIn; Monster; Naukri,"A friend, family member, or former colleague told me",Greatly underpaid,Important,Part-time/evening course; On-the-job training; Self-taught,10:00 AM,Java; Objective-C; Swift,JavaScript,MySQL; SQLite,,iOS,,Xcode,Turn on some music,Male,"Some college/university study, no bachelor's degree",1233.299075,,0.0
50907,50907,50908,Professional developer,No,India,No,Employed full-time,Master's degree,Computer science or software engineering,1 to 5 years,Desktop applications developer,,6.0,2.0,Agree,Strongly agree,Agree,Agree,Agree,Somewhat agree,Agree,,,,,,,,,,,,,,,,,LinkedIn; Monster; Naukri,I was contacted directly by someone at the company (e.g. internal recruiter),Somewhat underpaid,Somewhat important,Online course; Part-time/evening course; Self-taught,8:00 AM,C; Java; Python; R; SQL,C++; Python,MongoDB; Oracle,Cassandra,,,,Turn on some music,Male,A bachelor's degree,17618.55821,,0.0
50922,50922,50923,Professional developer,"Yes, I program as a hobby",India,No,Employed full-time,Master's degree,I never declared a major,1 to 5 years,Web developer; Mobile developer,,8.0,7.0,,,,,,,,Less than a year ago,Important,Somewhat important,Important,Somewhat important,Important,Important,Important,Important,Somewhat important,Not very important,Important,Somewhat important,Not very important,Important,Annual bonus; Vacation/days off; Equipment; Expected work hours,LinkedIn; Naukri,A general-purpose job board,,Important,On-the-job training; Self-taught; Coding competition,10:00 AM,C#; JavaScript; SQL; TypeScript,JavaScript; TypeScript,Redis; SQL Server; PostgreSQL,MongoDB; Redis; SQL Server; PostgreSQL,,,Sublime Text; Vim; Visual Studio Code,Turn on some music,Male,A master's degree,50307.65896485172,,24.5
50926,50926,50927,Professional developer,"Yes, I contribute to open source projects",India,"Yes, full-time",Employed full-time,Bachelor's degree,Computer science or software engineering,1 to 5 years,Web developer; Graphic designer; Database administrator; Systems administrator,,7.0,8.0,Somewhat agree,Agree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Agree,Between 1 and 2 years ago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44545.600362656354,,2.5
50950,50950,50951,Student,"Yes, both",India,"Yes, full-time","Not employed, but looking for work",Bachelor's degree,Computer science or software engineering,,,,,,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Disagree,Strongly agree,,,,,,,,,,,,,,,,,LinkedIn; Naukri,,,,Online course; Self-taught; Coding competition; Hackathon,6:00 AM,C; C++; Java; PHP; SQL,Java; JavaScript; Python; SQL,SQL Server; MySQL; SQLite,SQL Server; MySQL; SQLite,Android; Windows Desktop; Linux Desktop,Android; Windows Desktop; Linux Desktop,Notepad++; Sublime Text; Android Studio; NetBeans,Turn on some music,,,,,0.0
50970,50970,50971,Professional developer,"Yes, both",India,No,Employed full-time,Bachelor's degree,Computer science or software engineering,10 to 15 years,Embedded applications/devices developer; Other,,8.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Somewhat important,Online course; Industry certification; Self-taught; Open source contributions,,,,,,,,,,,,82845.42494629922,,0.0
51003,51003,51004,Student,"Yes, I program as a hobby",India,"Yes, full-time","Not employed, but looking for work",Bachelor's degree,Computer programming or Web development,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LinkedIn; Naukri; Other,,,,,,,,,,,,,,,,,367.0532961,0.0
51030,51030,51031,Student,"Yes, I program as a hobby",India,No,Employed full-time,Master's degree,Computer programming or Web development,,,,,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Agree,Between 1 and 2 years ago,,,,,,,,,,,,,,,,,,,,Self-taught,,,,,,,,,,,,,,2.5
51035,51035,51036,Professional developer,"Yes, I program as a hobby",India,No,Employed full-time,Master's degree,Computer science or software engineering,1 to 5 years,Mobile developer,,7.0,7.0,Strongly agree,Strongly agree,Disagree,Strongly agree,Disagree,Strongly disagree,Strongly agree,Less than a year ago,Not very important,Important,Important,Somewhat important,Not very important,Important,Important,Somewhat important,Very important,Not very important,Important,Very important,Somewhat important,Important,Vacation/days off; Professional development sponsorship; Education sponsorship,,,,Important,Online course; Self-taught; Coding competition,10:00 AM,C#; Java,Java,SQL Server; SQLite,MongoDB; SQLite,Android; Windows Desktop,Android,Notepad++; Android Studio; Eclipse; Visual Studio,"Put on some ambient sounds (e.g. whale songs, forest sounds)",Male,Primary/elementary school,34152.73776106599,,25.0
51036,51036,51037,Student,"Yes, I program as a hobby",India,No,"Independent contractor, freelancer, or self-employed",Secondary school,,,,,,,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Disagree,Strongly disagree,Strongly agree,,,,,,,,,,,,,,,,,,,,,,6:00 PM,Java; JavaScript; SQL,C; C#; PHP; Python; Swift,SQL Server; MySQL,,,Android; iOS; Arduino,,Turn on some music,Male,,,7341.065923,0.0
51037,51037,51038,Professional developer,"Yes, I program as a hobby",India,No,Employed full-time,Bachelor's degree,"Information technology, networking, or system administration",Less than a year,Desktop applications developer,,7.0,6.0,Strongly agree,Agree,Agree,,Strongly agree,Disagree,Strongly agree,Less than a year ago,Important,Very important,Not at all important,Important,Very important,Very important,Very important,Very important,,,Very important,Very important,Important,Important,Stock options; Annual bonus; Health benefits; Child/elder care; Meals,,A career fair or on-campus recruiting event,Somewhat underpaid,Important,Online course; Bootcamp; Part-time/evening course; Self-taught; Coding competition,10:00 AM,Assembly; C++; JavaScript,Assembly; C++; Java; JavaScript,SQL Server; PostgreSQL; Oracle,MongoDB; PostgreSQL; Oracle,,Android; iOS; Linux Desktop; Mac OS; WordPress; Amazon Web Services (AWS),Notepad++; Vim; Eclipse; NetBeans; Visual Studio; Visual Studio Code,Keep the room absolutely quiet,Male,A bachelor's degree,13213.91866,,26.5
51038,51038,51039,Professional developer,"Yes, I program as a hobby",India,"Yes, full-time",Employed full-time,Master's degree,Computer science or software engineering,1 to 5 years,Web developer; Desktop applications developer; Database administrator,,8.0,4.0,Agree,Strongly agree,Somewhat agree,Agree,Strongly agree,Strongly disagree,Strongly agree,,,,,,,,,,,,,,,,,LinkedIn,A general-purpose job board,,Somewhat important,Online course; Coding competition,9:00 PM,PHP; Python; SQL,C#; JavaScript; Objective-C; Ruby,MySQL; PostgreSQL,MongoDB,Linux Desktop; WordPress,Arduino; Raspberry Pi; Salesforce; Amazon Web Services (AWS),Atom; Sublime Text; Android Studio; NetBeans; PyCharm; Visual Studio,Keep the room absolutely quiet,Male,A bachelor's degree,34152.73776106599,,0.0
51039,51039,51040,Professional developer,No,India,No,"Independent contractor, freelancer, or self-employed",Master's degree,Computer science or software engineering,10 to 15 years,Web developer; Data scientist,,10.0,10.0,Strongly agree,Agree,Disagree,Agree,Somewhat agree,Strongly disagree,Agree,,,,,,,,,,,,,,,,,LinkedIn,,,,,,,,,,,,,,,,67455.78263092657,,0.0
51040,51040,51041,Student,"Yes, both",India,"Yes, full-time","Not employed, and not looking for work",Secondary school,,,,,,,Strongly agree,Strongly agree,Somewhat agree,Disagree,Agree,Disagree,Agree,Not applicable/ never,Important,Somewhat important,Not very important,Not very important,Very important,Important,Important,Important,Very important,Important,Important,Not very important,Not very important,Somewhat important,Annual bonus; Vacation/days off; Health benefits; Equipment; Remote options,LinkedIn,,,,Online course; Self-taught; Coding competition; Open source contributions,10:00 AM,C; C++; Java,Assembly; C; C++; Go; Java; Objective-C; Python; R; Ruby; SQL,MySQL,MySQL; Oracle; SQLite,Android; Windows Desktop; Linux Desktop,Android; Windows Desktop; Linux Desktop; Amazon Web Services (AWS),Atom; Vim; Android Studio,Turn on some music,Male,A master's degree,,17618.55821,25.0
51041,51041,51042,Professional developer,"Yes, I program as a hobby",India,"Yes, full-time",Employed full-time,Bachelor's degree,Computer science or software engineering,1 to 5 years,Web developer,,9.0,10.0,Somewhat agree,Somewhat agree,Agree,Disagree,Somewhat agree,Disagree,Agree,Between 2 and 4 years ago,,,,,,,,,,,,,,,Health benefits; Professional development sponsorship; Expected work hours,,,,Important,Bootcamp; Coding competition,7:00 PM,CoffeeScript; JavaScript; PHP; Ruby; SQL,JavaScript; PHP; SQL,PostgreSQL,MongoDB; Redis; SQL Server; PostgreSQL,WordPress; Amazon Web Services (AWS),SharePoint; WordPress; Amazon Web Services (AWS),Notepad++; PHPStorm,Turn on the news or talk radio,Male,A bachelor's degree,50307.65896485172,,2.5
51059,51059,51060,Professional developer,No,India,"Yes, full-time",Employed part-time,Bachelor's degree,Computer engineering or electrical/electronics engineering,5 to 10 years,Mobile developer,,5.0,5.0,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,,,,,,,,,,,,,,,,,Monster; Naukri,"A friend, family member, or former colleague told me",Neither underpaid nor overpaid,Somewhat important,Part-time/evening course; Self-taught; Open source contributions,6:00 PM,Objective-C; Swift,Swift,MongoDB; SQLite,SQLite,iOS; Amazon Web Services (AWS),iOS; Salesforce; Amazon Web Services (AWS),Xcode,Turn on some music,Male,High school,23491.41095,,0.0
51063,51063,51064,Professional developer,"Yes, I program as a hobby",India,No,Employed full-time,Bachelor's degree,Computer engineering or electrical/electronics engineering,1 to 5 years,Web developer; Developer with a statistics or mathematics background,,6.0,3.0,Somewhat agree,Agree,Somewhat agree,Agree,Strongly agree,Disagree,Strongly agree,,,,,,,,,,,,,,,,,LinkedIn,"A friend, family member, or former colleague told me",,Very important,Online course; Bootcamp; On-the-job training; Self-taught; Coding competition,Noon,C++; Java; Ruby,C++; Go; Java; Python; Ruby; Scala,MySQL,Cassandra; Redis,Mac OS,Mac OS; Amazon Web Services (AWS),Sublime Text; Vim; IntelliJ; RubyMine,Turn on some music,Male,A master's degree,44545.600362656354,,0.0
51064,51064,51065,Professional developer,"Yes, both",India,No,Employed full-time,Master's degree,Computer science or software engineering,1 to 5 years,Web developer; Graphics programming; Graphic designer; Desktop applications developer,,10.0,8.0,Somewhat agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly disagree,Strongly agree,Less than a year ago,Very important,Important,Somewhat important,Somewhat important,Very important,Very important,Very important,Very important,Important,Not at all important,Very important,Very important,Very important,Important,Health benefits; Equipment; Professional development sponsorship; Education sponsorship; Meals,LinkedIn; Naukri,I visited the company's Web site and found a job listing there,,Important,Online course; Industry certification; On-the-job training; Self-taught; Open source contributions,10:00 AM,C#; JavaScript; SQL; VB.NET,C#; JavaScript; Python; SQL; VB.NET,SQL Server,SQL Server; SQLite,Android; Windows Desktop,Android; Windows Desktop; Amazon Web Services (AWS); Microsoft Azure,Notepad++; Android Studio; Visual Studio; Visual Studio Code,Keep the room absolutely quiet,Male,A master's degree,34152.73776106599,,30.0
51065,51065,51066,Professional developer,"Yes, both",India,"Yes, full-time",Employed full-time,Master's degree,Computer programming or Web development,1 to 5 years,Web developer,,6.0,2.0,,,,,,,,Less than a year ago,Not very important,Important,Important,Somewhat important,Somewhat important,Important,Very important,Important,Somewhat important,Not very important,Very important,Important,Very important,Very important,Health benefits; Long-term leave; Expected work hours; Remote options,Indeed; Monster; Naukri,An external recruiter or headhunter,,Important,,9:00 AM,C#; SQL,C#; SQL,SQL Server; MySQL,SQL Server,,,Android Studio; Visual Studio; Visual Studio Code,Put on a movie or TV show,Female,A master's degree,34152.73776106599,,26.5
51068,51068,51069,Professional developer,"Yes, I program as a hobby",India,No,Employed full-time,Bachelor's degree,Computer engineering or electrical/electronics engineering,5 to 10 years,Web developer,,8.0,6.0,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Less than a year ago,,,,,,,,,,,,,,,Long-term leave; Expected work hours,,,,Not very important,Online course; Self-taught; Hackathon,Noon,JavaScript,C++; R,Cassandra; MongoDB; Redis,Cassandra; Redis,iOS; Linux Desktop; Amazon Web Services (AWS),Android; iOS; Linux Desktop; Raspberry Pi,Sublime Text; IntelliJ,Keep the room absolutely quiet,Male,A bachelor's degree,52440.94312624926,,2.5
51069,51069,51070,Professional developer,"Yes, both",India,I prefer not to say,Employed full-time,Bachelor's degree,Computer engineering or electrical/electronics engineering,1 to 5 years,Web developer; Mobile developer; Embedded applications/devices developer; Desktop applications developer,,5.0,5.0,,,,,,,,Between 1 and 2 years ago,Very important,Important,Important,Somewhat important,Very important,Important,Important,Important,Very important,Somewhat important,Important,Somewhat important,Somewhat important,Important,Retirement; Annual bonus; Long-term leave; Expected work hours,,,Somewhat underpaid,Very important,Self-taught; Coding competition; Open source contributions,7:00 AM,Assembly; C; Java; JavaScript; Lua; Matlab; Python; SQL; Swift,C#; PHP,SQL Server; MySQL; PostgreSQL; Oracle; SQLite,SQL Server; MySQL; PostgreSQL; Oracle; SQLite,Android; iOS; Windows Desktop; Linux Desktop; Mac OS; Arduino; Amazon Web Services (AWS),Android; iOS; Windows Desktop; Linux Desktop; Mac OS; Arduino; Raspberry Pi; Amazon Web Services (AWS),Notepad++; Sublime Text; Android Studio; NetBeans; PyCharm; Xcode,Put on a movie or TV show,Male,High school,3523.711643,,28.0
51074,51074,51075,Professional developer,"Yes, I program as a hobby",India,"Yes, full-time",Employed full-time,Bachelor's degree,Computer science or software engineering,1 to 5 years,Web developer; Systems administrator,,3.0,3.0,,,,,,,,Between 2 and 4 years ago,Very important,Very important,Important,Very important,Very important,Important,Important,Important,Important,Important,Very important,Somewhat important,Very important,Important,Annual bonus; Vacation/days off; Long-term leave; Expected work hours; Remote options,LinkedIn; Naukri,A career fair or on-campus recruiting event,,Not very important,Self-taught; Coding competition,8:00 AM,C; JavaScript; Python; SQL; TypeScript,Erlang; Go; JavaScript; Python; SQL; TypeScript,MongoDB; Redis; MySQL,Cassandra; MongoDB; Redis; MySQL; PostgreSQL; SQLite,Amazon Web Services (AWS),Linux Desktop; Amazon Web Services (AWS); Microsoft Azure,Notepad++; Sublime Text; Visual Studio Code,Turn on some music,Male,A doctoral degree,38715.28756637354,,31.0
51085,51085,51086,Professional developer,"Yes, both",India,No,Employed full-time,Bachelor's degree,"Information technology, networking, or system administration",1 to 5 years,Web developer; Graphics programming; Developer with a statistics or mathematics background; Desktop applications developer; Database administrator; Systems administrator; DevOps specialist,,7.0,4.0,Agree,Strongly agree,Somewhat agree,Somewhat agree,Agree,Strongly disagree,Somewhat agree,,,,,,,,,,,,,,,,,,,Somewhat underpaid,Important,Online course; Part-time/evening course; Self-taught; Coding competition; Hackathon,9:00 AM,C; C++; Go; Java; Python; SQL,JavaScript,MongoDB; Redis; SQL Server; MySQL,MongoDB; Redis; SQL Server; MySQL,Windows Desktop; Linux Desktop; WordPress; Amazon Web Services (AWS),Linux Desktop; Mac OS; Amazon Web Services (AWS); Microsoft Azure,Atom; Eclipse; IPython / Jupyter; NetBeans; Visual Studio Code,"Put on some ambient sounds (e.g. whale songs, forest sounds)",Male,"Some college/university study, no bachelor's degree",11745.70548,,0.0
51086,51086,51087,Professional developer,"Yes, I contribute to open source projects",India,No,Employed full-time,Bachelor's degree,Computer science or software engineering,1 to 5 years,Web developer,,8.0,8.0,,,,,,,,Less than a year ago,,,,,,,,,,,,,,,Retirement; Health benefits; Equipment; Professional development sponsorship; Remote options,LinkedIn; Other,I visited the company's Web site and found a job listing there,Neither underpaid nor overpaid,Very important,Online course; Self-taught,5:00 PM,Haskell; JavaScript,Elixir; Erlang; Go; Haskell; JavaScript; Rust,MongoDB; MySQL,Cassandra; MongoDB; Redis,Linux Desktop; Amazon Web Services (AWS),Linux Desktop; Arduino; Raspberry Pi; Amazon Web Services (AWS),Sublime Text; Vim,Keep the room absolutely quiet,Male,A bachelor's degree,5872.852738,,2.5
51096,51096,51097,Professional developer,"Yes, both",India,I prefer not to say,"Independent contractor, freelancer, or self-employed",Some college/university study without earning a bachelor's degree,A natural science,1 to 5 years,Web developer; Systems administrator,,8.0,9.0,Agree,Agree,Strongly agree,Agree,Agree,Strongly disagree,Strongly agree,Not applicable/ never,Important,Important,Very important,Very important,Very important,Somewhat important,Very important,Very important,Very important,Very important,Important,Important,Very important,Important,Health benefits; Equipment; Professional development sponsorship; Long-term leave; Remote options,Indeed; Naukri,,,Somewhat important,Online course; Self-taught; Open source contributions,8:00 AM,Assembly; Java; JavaScript; PHP; SQL,Assembly; C; C++; C#; Hack; Haskell; Java; JavaScript; PHP; Python; SQL,SQL Server; MySQL,SQL Server; MySQL,Android; Windows Desktop; Linux Desktop,Android; Windows Desktop; Linux Desktop; Arduino,Notepad++; Sublime Text; Android Studio; Eclipse; Visual Studio,Keep the room absolutely quiet,,I prefer not to answer,34152.73776106599,,32.0
51106,51106,51107,Student,"Yes, I program as a hobby",India,"Yes, full-time","Not employed, but looking for work",Some college/university study without earning a bachelor's degree,Computer programming or Web development,,,,,,,,,,,,,Not applicable/ never,,,,,,,,,,,,,,,Retirement; Health benefits; Professional development sponsorship; Remote options; Child/elder care,LinkedIn,,,,,10:00 AM,C; C++; JavaScript; Python; SQL,C; C++; JavaScript; Python,MongoDB; SQL Server,MongoDB; SQL Server,,,Notepad++; Sublime Text,Turn on some music,Male,A master's degree,,,2.5
51142,51142,51143,Student,"Yes, I program as a hobby",India,No,"Not employed, and not looking for work",Secondary school,,,,,,,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Agree,Strongly disagree,Strongly agree,Not applicable/ never,,,,,,,,,,,,,,,Equipment; Professional development sponsorship; Education sponsorship; Remote options,LinkedIn,,,,,5:00 AM,JavaScript; Python,Java; Swift,,,Arduino,Raspberry Pi; Serverless,Atom; Sublime Text,"Put on some ambient sounds (e.g. whale songs, forest sounds)",Male,A master's degree,,,2.5
51145,51145,51146,Student,No,India,I prefer not to say,I prefer not to say,Master's degree,Computer science or software engineering,,,,,,Agree,Strongly agree,Agree,Strongly agree,Agree,Disagree,Agree,,,,,,,,,,,,,,,,,LinkedIn,,,,On-the-job training,10:00 AM,Objective-C; Swift,Java; Swift,,,iOS,iOS,Xcode,Keep the room absolutely quiet,Female,A master's degree,,,0.0
51146,51146,51147,Used to be a professional developer,"Yes, I program as a hobby",India,"Yes, full-time",Employed full-time,Master's degree,Computer science or software engineering,,,,8.0,5.0,,,,,,,,Between 1 and 2 years ago,Very important,Very important,Very important,Very important,Very important,Very important,Somewhat important,Important,Important,Important,Important,Important,Important,Important,Vacation/days off,LinkedIn,"A friend, family member, or former colleague told me",,,Open source contributions,11:00 AM,C++,Assembly; C; C++; C#,,,Arduino,Android; Arduino; Amazon Web Services (AWS),Notepad++; Visual Studio Code,Turn on some music,Male,A master's degree,,,31.0
51149,51149,51150,Professional developer,"Yes, both",India,No,Employed full-time,Bachelor's degree,Computer science or software engineering,1 to 5 years,Web developer; Developer with a statistics or mathematics background; Systems administrator,,7.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,LinkedIn; Naukri,I was contacted directly by someone at the company (e.g. internal recruiter),Somewhat underpaid,,,,,,,,,,,,,,16884.45162,,0.0
51155,51155,51156,Professional non-developer who sometimes writes code,"Yes, both",India,"Yes, full-time","Independent contractor, freelancer, or self-employed",Master's degree,Computer science or software engineering,1 to 5 years,,Designer or illustrator,4.0,4.0,,,,,,,,Less than a year ago,,,,,,,,,,,,,,,,Indeed; LinkedIn; Monster; Naukri,,,,,,,,,,,,,,,,44545.600362656354,,2.5
51161,51161,51162,Student,"Yes, I contribute to open source projects",India,"Yes, full-time","Not employed, and not looking for work",Bachelor's degree,"Information technology, networking, or system administration",,,,,,Agree,Strongly agree,Strongly agree,Strongly disagree,Somewhat agree,Somewhat agree,Strongly agree,Not applicable/ never,Important,Important,Important,Somewhat important,Somewhat important,Very important,Important,,,,,,,,Professional development sponsorship; Long-term leave; Expected work hours; Remote options; Meals,LinkedIn,,,,Online course; Self-taught; Coding competition; Hackathon; Open source contributions,10:00 AM,C; C++; JavaScript; Python,C#; Python,MySQL,MongoDB,,,Sublime Text; Android Studio; IntelliJ; PyCharm,"Put on some ambient sounds (e.g. whale songs, forest sounds)",Other,High school,,,16.0
51162,51162,51163,Professional developer,"Yes, both",India,No,Employed full-time,Bachelor's degree,Computer programming or Web development,5 to 10 years,Web developer; Mobile developer; Data scientist; Desktop applications developer; Database administrator,,6.0,4.0,,,,,,,,Not applicable/ never,,,,,,,,,,,,,,,Meals,Indeed; LinkedIn; Monster; Naukri,"A friend, family member, or former colleague told me",Somewhat underpaid,Not at all important,Part-time/evening course,9:00 PM,C#; JavaScript; SQL; VB.NET; Visual Basic 6,,SQL Server; MySQL; SQLite,,Amazon Web Services (AWS),,Visual Studio; Visual Studio Code,Turn on the news or talk radio,Other,,15416.23844,,2.5
51165,51165,51166,Student,"Yes, both",India,"Yes, full-time","Not employed, but looking for work",Secondary school,,,,,,,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Agree,Disagree,Agree,Not applicable/ never,Very important,Very important,Important,Very important,Important,Important,Important,Important,Important,Important,Very important,Important,Important,Very important,Equipment; Professional development sponsorship; Education sponsorship; Remote options,LinkedIn,,,,,10:00 AM,C; JavaScript; PHP; Python; SQL; VB.NET; Visual Basic 6,Assembly; C++; F#; Java; Ruby; TypeScript,SQL Server,MongoDB,Windows Desktop; Linux Desktop,Android; Arduino; Raspberry Pi,Sublime Text; Android Studio; NetBeans,"Put on some ambient sounds (e.g. whale songs, forest sounds)",Male,A bachelor's degree,,734.1065923,30.5
51170,51170,51171,Student,"Yes, both",India,"Yes, full-time",I prefer not to say,I prefer not to answer,,,,,,,,,,,,,,Not applicable/ never,,,,,,,,,,,,,,,Vacation/days off; Health benefits; Education sponsorship; Remote options; Meals,,,,,Self-taught,10:00 AM,C; C++; SQL; Visual Basic 6,C++; C#; Java; JavaScript; PHP; Swift,,,,,,,,,,,2.5
51197,51197,51198,Professional developer,No,India,No,Employed full-time,Bachelor's degree,Computer science or software engineering,1 to 5 years,Web developer,,5.0,6.0,Somewhat agree,Somewhat agree,Strongly agree,Agree,Strongly agree,Disagree,Strongly agree,Less than a year ago,Important,Very important,Somewhat important,Important,Important,Important,Very important,Important,Important,Important,Important,Important,Important,Important,Vacation/days off; Professional development sponsorship; Long-term leave; Remote options; Meals,,,,Somewhat important,Coding competition,9:00 AM,JavaScript; PHP; SQL,,MongoDB; SQL Server; MySQL; Oracle,,Linux Desktop; Amazon Web Services (AWS),,Notepad++; Sublime Text; PHPStorm,Turn on some music,Other,A master's degree,34152.73776106599,,29.0
51209,51209,51210,Student,"Yes, both",India,"Yes, full-time","Not employed, but looking for work",Secondary school,,,,,,,Somewhat agree,Agree,Strongly agree,Agree,Strongly agree,Disagree,Strongly agree,,,,,,,,,,,,,,,,,,,,,Coding competition,7:00 PM,C; C++; Java; PHP; SQL,Java; PHP; SQL,MongoDB; MySQL; SQLite,MySQL,Android,Android,Atom; Sublime Text; Android Studio; Eclipse; IntelliJ; PHPStorm,"Put on some ambient sounds (e.g. whale songs, forest sounds)",Male,High school,,5872.852738,0.0
51229,51229,51230,Professional developer,"Yes, both",India,"Yes, part-time",Employed full-time,Some college/university study without earning a bachelor's degree,Computer science or software engineering,1 to 5 years,Web developer; Mobile developer; Systems administrator; DevOps specialist; Quality assurance engineer,,8.0,7.0,Agree,Agree,Somewhat agree,Agree,Agree,Strongly disagree,Agree,Not applicable/ never,Important,Important,Somewhat important,Important,Important,Important,Somewhat important,Important,Important,Important,Important,Somewhat important,Important,Important,Stock options; Vacation/days off; Health benefits; Expected work hours; Remote options,LinkedIn,"A friend, family member, or former colleague told me",,Somewhat important,Online course; Self-taught; Hackathon; Open source contributions,8:00 AM,Go; Java; Python,Clojure; Elixir; Lua; Rust,Redis; MySQL; PostgreSQL; SQLite,Cassandra; Redis; PostgreSQL; SQLite,Android; Amazon Web Services (AWS),Android; Serverless; Amazon Web Services (AWS),Emacs; Android Studio,"Put on some ambient sounds (e.g. whale songs, forest sounds)",Male,High school,44545.600362656354,,27.0
51232,51232,51233,Professional developer,"Yes, both",India,No,Employed full-time,Bachelor's degree,Computer science or software engineering,1 to 5 years,Web developer; Mobile developer; Developer with a statistics or mathematics background,,5.0,6.0,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,Agree,Somewhat agree,,,,,,,,,,,,,,,,,Indeed; LinkedIn; Monster; Naukri,I was contacted directly by someone at the company (e.g. internal recruiter),,Very important,Part-time/evening course; Industry certification; On-the-job training; Self-taught; Coding competition,8:00 AM,Java,C; C++; Groovy; Java; JavaScript; Matlab; Perl; Python; R; Ruby; Rust; Scala; SQL,,,Android,Android; iOS; Serverless; Salesforce; SharePoint; Mainframe; Amazon Web Services (AWS); Microsoft Azure,Eclipse,Turn on some music,Male,A bachelor's degree,34152.73776106599,,0.0
51234,51234,51235,Professional developer,"Yes, both",India,I prefer not to say,Employed full-time,Bachelor's degree,Computer science or software engineering,1 to 5 years,Mobile developer,,6.0,5.0,,,,,,,,Between 2 and 4 years ago,Important,Important,Somewhat important,Somewhat important,Important,Important,Important,Important,Important,Somewhat important,Important,Important,Somewhat important,Very important,Annual bonus; Vacation/days off; Health benefits; Professional development sponsorship; Child/elder care,LinkedIn,I was contacted directly by someone at the company (e.g. internal recruiter),,Important,,,,,,,,,,,,,44545.600362656354,,26.5
51235,51235,51236,Professional developer,"Yes, both",India,No,I prefer not to say,I prefer not to answer,,Less than a year,Web developer; Data scientist,,,,Agree,Agree,Strongly agree,Agree,Strongly agree,Disagree,Agree,Less than a year ago,Important,Important,Important,Important,Important,Somewhat important,Important,Important,Important,Somewhat important,Important,Important,Important,Important,Annual bonus; Vacation/days off; Equipment; Expected work hours; Remote options,,,,,,9:00 AM,C; C++; Java; JavaScript; PHP,Java; PHP,MySQL,,WordPress,,Atom; Sublime Text; Vim,Turn on some music,Male,I prefer not to answer,33298.75204458006,,27.5
